peer,KPI,sort,Product,Hierarchy 1,average,Value,Rank,last,group,Code
All products,Project success,3,Qlik Sense,Business value,6.250583293,7.37694471,13,,2,
All products,Project success,3,QlikView,Business value,6.250583293,7.151544347,17,,2,
All products,Project success,3,SAP BEx,Business value,6.250583293,1,42,,2,
All products,Project success,3,SAP BO Analysis,Business value,6.250583293,4.184297731,36,,2,
All products,Project success,3,SAP BO Design St.,Business value,6.250583293,3.886056589,37,,2,
All products,Project success,3,SAP BO WebI,Business value,6.250583293,1.884701558,40,,2,
All products,Project success,3,SAS Enterprise BI,Business value,6.250583293,1.280588835,41,,2,
All products,Project success,3,Sisense,Business value,6.250583293,7.221648309,14,,2,
All products,Project success,3,Tableau,Business value,6.250583293,5.204282437,33,,2,
All products,Project success,3,TARGIT,Business value,6.250583293,7.803860682,11,,2,
All products,Project success,3,TIBCO Spotfire,Business value,6.250583293,4.261619509,34,,2,
All products,Project success,3,Yellowfin,Business value,6.250583293,9.709819429,2,,2,
All products,Project success,3,Zoho Reports,Business value,6.250583293,7.153453989,16,,2,
All products,Project length,4,Bissantz,Business value,5.915081165,4.555555556,28,,2,
All products,Project length,4,BOARD,Business value,5.915081165,4.827777778,26,,2,
All products,Project length,4,CALUMO,Business value,5.915081165,6.37037037,21,,2,
All products,Project length,4,Chartio,Business value,5.915081165,10,1,,2,
All products,Project length,4,Cubeware,Business value,5.915081165,3.763636364,32,,2,
All products,Project length,4,cubus,Business value,5.915081165,6.101075269,23,,2,
All products,Project length,4,CXO-Cockpit,Business value,5.915081165,8.475555556,9,,2,
All products,Project length,4,Cyberscience,Business value,5.915081165,9.782222222,4,,2,
All products,Project length,4,DigDash,Business value,5.915081165,9.183333333,6,,2,
All products,Project length,4,Dimensional Insight,Business value,5.915081165,6.733333333,18,,2,
All products,Project length,4,Domo,Business value,5.915081165,6.266666667,22,,2,
All products,Project length,4,Dundas,Business value,5.915081165,6.944086022,17,,2,
All products,Project length,4,Entrinsik,Business value,5.915081165,6.422222222,20,,2,
All products,Project length,4,Carriots Analytics (Envision),Business value,5.915081165,9.246153846,5,,2,
All products,Project length,4,IBM Cog Analytics,Business value,5.915081165,1.793495935,41,,2,
All products,Project length,4,IBM Plan Analytics,Business value,5.915081165,4.220512821,30,,2,
All products,Project length,4,Infor,Business value,5.915081165,2.430894309,37,,2,
All products,Project length,4,Information Builders,Business value,5.915081165,2.619753086,36,,2,
All products,Project length,4,Jedox,Business value,5.915081165,7.88627451,12,,2,
All products,Project length,4,Longview Analytics,Business value,5.915081165,3.55042735,33,,2,
All products,Project length,4,MS Excel,Business value,5.915081165,7.183908046,15,,2,
All products,Project length,4,MS Power BI,Business value,5.915081165,7.738461538,13,,2,
All products,Project length,4,MS SSRS,Business value,5.915081165,4.797530864,27,,2,
All products,Project length,4,MicroStrategy,Business value,5.915081165,3.215384615,34,,2,
All products,Project length,4,Oracle BI,Business value,5.915081165,1.886021505,40,,2,
All products,Project length,4,Phocas,Business value,5.915081165,8.366666667,10,,2,
All products,Project length,4,MIK (prevero),Business value,5.915081165,4.255172414,29,,2,
All products,Project length,4,prevero (prevero),Business value,5.915081165,2.21025641,39,,2,
All products,Project length,4,Pyramid Analytics,Business value,5.915081165,8.515151515,8,,2,
All products,Project length,4,Qlik Sense,Business value,5.915081165,6.733333333,19,,2,
All products,Project length,4,QlikView,Business value,5.915081165,7.017391304,16,,2,
All products,Project length,4,SAP BEx,Business value,5.915081165,1,42,,2,
All products,Project length,4,SAP BO Analysis,Business value,5.915081165,5.8,24,,2,
All products,Project length,4,SAP BO Design St.,Business value,5.915081165,4.12,31,,2,
All products,Project length,4,SAP BO WebI,Business value,5.915081165,2.636158192,35,,2,
All products,Project length,4,SAS Enterprise BI,Business value,5.915081165,2.263157895,38,,2,
All products,Project length,4,Sisense,Business value,5.915081165,8.548148148,7,,2,
All products,Project length,4,Tableau,Business value,5.915081165,7.694117647,14,,2,
All products,Project length,4,TARGIT,Business value,5.915081165,8.185185185,11,,2,
All products,Project length,4,TIBCO Spotfire,Business value,5.915081165,5.177777778,25,,2,
All products,Project length,4,Yellowfin,Business value,5.915081165,10,2,,2,
All products,Project length,4,Zoho Reports,Business value,5.915081165,9.916239316,3,,2,
All products,Customer satisfaction,5,Bissantz,Customer satisfaction,6.48577973,8.127383462,10,,1,
All products,Customer satisfaction,5,BOARD,Customer satisfaction,6.48577973,6.942036565,20,,1,
All products,Customer satisfaction,5,CALUMO,Customer satisfaction,6.48577973,8.357878706,6,,1,
All products,Customer satisfaction,5,Chartio,Customer satisfaction,6.48577973,6.655008747,23,,1,
All products,Customer satisfaction,5,Cubeware,Customer satisfaction,6.48577973,5.685119508,31,,1,
All products,Customer satisfaction,5,cubus,Customer satisfaction,6.48577973,9.387697588,2,,1,
All products,Customer satisfaction,5,CXO-Cockpit,Customer satisfaction,6.48577973,8.73074898,5,,1,
All products,Customer satisfaction,5,Cyberscience,Customer satisfaction,6.48577973,7.475781943,12,,1,
All products,Customer satisfaction,5,DigDash,Customer satisfaction,6.48577973,6.584142337,24,,1,
All products,Customer satisfaction,5,Dimensional Insight,Customer satisfaction,6.48577973,9.047822945,3,,1,
All products,Customer satisfaction,5,Domo,Customer satisfaction,6.48577973,7.19606359,16,,1,
All products,Customer satisfaction,5,Dundas,Customer satisfaction,6.48577973,7.753434304,11,,1,
All products,Customer satisfaction,5,Entrinsik,Customer satisfaction,6.48577973,7.310322036,13,,1,
All products,Customer satisfaction,5,Carriots Analytics (Envision),Customer satisfaction,6.48577973,8.991228746,4,,1,
All products,Customer satisfaction,5,IBM Cog Analytics,Customer satisfaction,6.48577973,3.185144885,40,,1,
All products,Customer satisfaction,5,IBM Plan Analytics,Customer satisfaction,6.48577973,6.151886609,26,,1,
All products,Customer satisfaction,5,Infor,Customer satisfaction,6.48577973,4.732909468,35,,1,
All products,Customer satisfaction,5,Information Builders,Customer satisfaction,6.48577973,6.020525704,27,,1,
All products,Customer satisfaction,5,Jedox,Customer satisfaction,6.48577973,8.179517543,9,,1,
All products,Customer satisfaction,5,Longview Analytics,Customer satisfaction,6.48577973,6.90165811,21,,1,
All products,Customer satisfaction,5,MS Excel,Customer satisfaction,6.48577973,4.944837054,33,,1,
All products,Customer satisfaction,5,MS Power BI,Customer satisfaction,6.48577973,7.097074421,17,,1,
All products,Customer satisfaction,5,MS SSRS,Customer satisfaction,6.48577973,5.717397763,30,,1,
All products,Customer satisfaction,5,MicroStrategy,Customer satisfaction,6.48577973,5.359309946,32,,1,
All products,Customer satisfaction,5,Oracle BI,Customer satisfaction,6.48577973,3.255892665,39,,1,
All products,Customer satisfaction,5,Phocas,Customer satisfaction,6.48577973,9.676822826,1,,1,
All products,Customer satisfaction,5,MIK (prevero),Customer satisfaction,6.48577973,5.869512135,29,,1,
All products,Customer satisfaction,5,prevero (prevero),Customer satisfaction,6.48577973,6.998545229,19,,1,
All products,Customer satisfaction,5,Pyramid Analytics,Customer satisfaction,6.48577973,8.207053691,8,,1,
All products,Customer satisfaction,5,Qlik Sense,Customer satisfaction,6.48577973,7.234497654,14,,1,
All products,Customer satisfaction,5,QlikView,Customer satisfaction,6.48577973,6.582583678,25,,1,
All products,Customer satisfaction,5,SAP BEx,Customer satisfaction,6.48577973,2.813001619,41,,1,
All products,Customer satisfaction,5,SAP BO Analysis,Customer satisfaction,6.48577973,4.372299911,38,,1,
All products,Customer satisfaction,5,SAP BO Design St.,Customer satisfaction,6.48577973,4.661293705,36,,1,
All products,Customer satisfaction,5,SAP BO WebI,Customer satisfaction,6.48577973,1.49682092,42,,1,
All products,Customer satisfaction,5,SAS Enterprise BI,Customer satisfaction,6.48577973,4.552662934,37,,1,
All products,Customer satisfaction,5,Sisense,Customer satisfaction,6.48577973,6.745965522,22,,1,
All products,Customer satisfaction,5,Tableau,Customer satisfaction,6.48577973,5.909815356,28,,1,
All products,Customer satisfaction,5,TARGIT,Customer satisfaction,6.48577973,8.335332934,7,,1,
All products,Customer satisfaction,5,TIBCO Spotfire,Customer satisfaction,6.48577973,4.897145736,34,,1,
All products,Customer satisfaction,5,Yellowfin,Customer satisfaction,6.48577973,7.222408399,15,,1,
All products,Customer satisfaction,5,Zoho Reports,Customer satisfaction,6.48577973,7.036162798,18,,1,
All products,Price-to-value,6,Bissantz,Customer satisfaction,7.460090007,7.861921891,24,,2,
All products,Price-to-value,6,BOARD,Customer satisfaction,7.460090007,7.545858171,27,,2,
All products,Price-to-value,6,CALUMO,Customer satisfaction,7.460090007,9.535200411,7,,2,
All products,Price-to-value,6,Chartio,Customer satisfaction,7.460090007,8.620594768,15,,2,
All products,Price-to-value,6,Cubeware,Customer satisfaction,7.460090007,8.262716291,18,,2,
All products,Price-to-value,6,cubus,Customer satisfaction,7.460090007,10,1,,2,
All products,Price-to-value,6,CXO-Cockpit,Customer satisfaction,7.460090007,7.843329908,25,,2,
All products,Price-to-value,6,Cyberscience,Customer satisfaction,7.460090007,8.620594768,14,,2,
All products,Price-to-value,6,DigDash,Customer satisfaction,7.460090007,8.180784405,20,,2,
All products,Price-to-value,6,Dimensional Insight,Customer satisfaction,7.460090007,9.17368962,9,,2,
All products,Price-to-value,6,Domo,Customer satisfaction,7.460090007,8.672001175,13,,2,
All products,Price-to-value,6,Dundas,Customer satisfaction,7.460090007,8.380698206,17,,2,
All products,Price-to-value,6,Entrinsik,Customer satisfaction,7.460090007,9.56486847,6,,2,
All products,Price-to-value,6,Carriots Analytics (Envision),Customer satisfaction,7.460090007,9.203200705,8,,2,
All products,Price-to-value,6,IBM Cog Analytics,Customer satisfaction,7.460090007,3.532906112,39,,2,
All products,Price-to-value,6,IBM Plan Analytics,Customer satisfaction,7.460090007,6.016003524,34,,2,
All products,Price-to-value,6,Infor,Customer satisfaction,7.460090007,6.736073998,31,,2,
All products,Price-to-value,6,Information Builders,Customer satisfaction,7.460090007,6.901336074,30,,2,
All products,Price-to-value,6,Jedox,Customer satisfaction,7.460090007,9.154909838,10,,2,
All products,Price-to-value,6,Longview Analytics,Customer satisfaction,7.460090007,7.868723836,23,,2,
All products,Price-to-value,6,MS Excel,Customer satisfaction,7.460090007,9.007495615,11,,2,
All products,Price-to-value,6,MS Power BI,Customer satisfaction,7.460090007,9.821230927,3,,2,
All products,Price-to-value,6,MS SSRS,Customer satisfaction,7.460090007,8.998893193,12,,2,
All products,Price-to-value,6,MicroStrategy,Customer satisfaction,7.460090007,5.802343268,35,,2,
All products,Price-to-value,6,Oracle BI,Customer satisfaction,7.460090007,4.190005139,37,,2,
All products,Price-to-value,6,Phocas,Customer satisfaction,7.460090007,9.940025859,2,,2,
All products,Price-to-value,6,MIK (prevero),Customer satisfaction,7.460090007,7.051574325,29,,2,
All products,Price-to-value,6,prevero (prevero),Customer satisfaction,7.460090007,7.884360492,22,,2,
All products,Price-to-value,6,Pyramid Analytics,Customer satisfaction,7.460090007,9.793422405,4,,2,
All products,Price-to-value,6,Qlik Sense,Customer satisfaction,7.460090007,8.074401703,21,,2,
All products,Price-to-value,6,QlikView,Customer satisfaction,7.460090007,7.333186069,28,,2,
All products,Price-to-value,6,SAP BEx,Customer satisfaction,7.460090007,3.295618051,40,,2,
All products,Price-to-value,6,SAP BO Analysis,Customer satisfaction,7.460090007,6.547203054,33,,2,
All products,Price-to-value,6,SAP BO Design St.,Customer satisfaction,7.460090007,5.661870504,36,,2,
All products,Price-to-value,6,SAP BO WebI,Customer satisfaction,7.460090007,1,42,,2,
All products,Price-to-value,6,SAS Enterprise BI,Customer satisfaction,7.460090007,3.182939363,41,,2,
All products,Price-to-value,6,Sisense,Customer satisfaction,7.460090007,7.609602114,26,,2,
All products,Price-to-value,6,Tableau,Customer satisfaction,7.460090007,6.564909705,32,,2,
All products,Price-to-value,6,TARGIT,Customer satisfaction,7.460090007,8.231494247,19,,2,
All products,Price-to-value,6,TIBCO Spotfire,Customer satisfaction,7.460090007,3.554779034,38,,2,
All products,Price-to-value,6,Yellowfin,Customer satisfaction,7.460090007,9.690133607,5,,2,
All products,Price-to-value,6,Zoho Reports,Customer satisfaction,7.460090007,8.412879453,16,,2,
All products,Recommendation,7,Bissantz,Customer satisfaction,6.18117083,7.286282306,12,,2,
All products,Recommendation,7,BOARD,Customer satisfaction,6.18117083,6.89860835,18,,2,
All products,Recommendation,7,CALUMO,Customer satisfaction,6.18117083,7.151783178,15,,2,
All products,Recommendation,7,Chartio,Customer satisfaction,6.18117083,6.874378728,19,,2,
All products,Recommendation,7,Cubeware,Customer satisfaction,6.18117083,4.236966262,35,,2,
All products,Recommendation,7,cubus,Customer satisfaction,6.18117083,8.93389662,3,,2,
All products,Recommendation,7,CXO-Cockpit,Customer satisfaction,6.18117083,8.03036619,8,,2,
All products,Recommendation,7,Cyberscience,Customer satisfaction,6.18117083,6.132952286,25,,2,
All products,Recommendation,7,DigDash,Customer satisfaction,6.18117083,8.419017147,5,,2,
All products,Recommendation,7,Dimensional Insight,Customer satisfaction,6.18117083,9.020613163,2,,2,
All products,Recommendation,7,Domo,Customer satisfaction,6.18117083,8.463149673,4,,2,
All products,Recommendation,7,Dundas,Customer satisfaction,6.18117083,5.497443908,31,,2,
All products,Recommendation,7,Entrinsik,Customer satisfaction,6.18117083,7.343096593,11,,2,
All products,Recommendation,7,Carriots Analytics (Envision),Customer satisfaction,6.18117083,8.419017147,5,,2,
All products,Recommendation,7,IBM Cog Analytics,Customer satisfaction,6.18117083,3.353267492,37,,2,
All products,Recommendation,7,IBM Plan Analytics,Customer satisfaction,6.18117083,6.25652336,24,,2,
All products,Recommendation,7,Infor,Customer satisfaction,6.18117083,2.013916501,41,,2,
All products,Recommendation,7,Information Builders,Customer satisfaction,6.18117083,5.788451112,30,,2,
All products,Recommendation,7,Jedox,Customer satisfaction,6.18117083,5.929423459,28,,2,
All products,Recommendation,7,Longview Analytics,Customer satisfaction,6.18117083,5.954168605,27,,2,
All products,Recommendation,7,MS Excel,Customer satisfaction,6.18117083,5.43553746,32,,2,
All products,Recommendation,7,MS Power BI,Customer satisfaction,6.18117083,6.953736298,17,,2,
All products,Recommendation,7,MS SSRS,Customer satisfaction,6.18117083,6.030957114,26,,2,
All products,Recommendation,7,MicroStrategy,Customer satisfaction,6.18117083,6.319418816,23,,2,
All products,Recommendation,7,Oracle BI,Customer satisfaction,6.18117083,2.390514059,39,,2,
All products,Recommendation,7,Phocas,Customer satisfaction,6.18117083,10,1,,2,
All products,Recommendation,7,MIK (prevero),Customer satisfaction,6.18117083,4.540258449,34,,2,
All products,Recommendation,7,prevero (prevero),Customer satisfaction,6.18117083,6.831768013,20,,2,
All products,Recommendation,7,Pyramid Analytics,Customer satisfaction,6.18117083,7.286282306,12,,2,
All products,Recommendation,7,Qlik Sense,Customer satisfaction,6.18117083,8.150604569,7,,2,
All products,Recommendation,7,QlikView,Customer satisfaction,6.18117083,7.146653974,16,,2,
All products,Recommendation,7,SAP BEx,Customer satisfaction,6.18117083,1,42,,2,
All products,Recommendation,7,SAP BO Analysis,Customer satisfaction,6.18117083,3.312624254,38,,2,
All products,Recommendation,7,SAP BO Design St.,Customer satisfaction,6.18117083,3.894135189,36,,2,
All products,Recommendation,7,SAP BO WebI,Customer satisfaction,6.18117083,2.386797635,40,,2,
All products,Recommendation,7,SAS Enterprise BI,Customer satisfaction,6.18117083,4.540258449,33,,2,
All products,Recommendation,7,Sisense,Customer satisfaction,6.18117083,6.419116878,21,,2,
All products,Recommendation,7,Tableau,Customer satisfaction,6.18117083,6.36361829,22,,2,
All products,Recommendation,7,TARGIT,Customer satisfaction,6.18117083,7.660740105,10,,2,
All products,Recommendation,7,TIBCO Spotfire,Customer satisfaction,6.18117083,5.821736249,29,,2,
All products,Recommendation,7,Yellowfin,Customer satisfaction,6.18117083,7.909703939,9,,2,
All products,Recommendation,7,Zoho Reports,Customer satisfaction,6.18117083,7.211390746,14,,2,
All products,Vendor support,8,Bissantz,Customer satisfaction,6.990904171,9.156343978,6,,2,
All products,Vendor support,8,BOARD,Customer satisfaction,6.990904171,7.344789821,21,,2,
All products,Vendor support,8,CALUMO,Customer satisfaction,6.990904171,8.394524078,13,,2,
All products,Vendor support,8,Chartio,Customer satisfaction,6.990904171,7.589914933,19,,2,
All products,Vendor support,8,Cubeware,Customer satisfaction,6.990904171,6.040091646,30,,2,
All products,Vendor support,8,cubus,Customer satisfaction,6.990904171,10,1,,2,
All products,Vendor support,8,CXO-Cockpit,Customer satisfaction,6.990904171,9.163399644,5,,2,
All products,Vendor support,8,Cyberscience,Customer satisfaction,6.990904171,8.492689272,12,,2,
All products,Vendor support,8,DigDash,Customer satisfaction,6.990904171,7.510873537,20,,2,
All products,Vendor support,8,Dimensional Insight,Customer satisfaction,6.990904171,9.287382309,3,,2,
All products,Vendor support,8,Domo,Customer satisfaction,6.990904171,7.928212106,16,,2,
All products,Vendor support,8,Dundas,Customer satisfaction,6.990904171,7.925231116,17,,2,
All products,Vendor support,8,Entrinsik,Customer satisfaction,6.990904171,8.061223521,14,,2,
All products,Vendor support,8,Carriots Analytics (Envision),Customer satisfaction,6.990904171,9.255580609,4,,2,
All products,Vendor support,8,IBM Cog Analytics,Customer satisfaction,6.990904171,3.204171364,40,,2,
All products,Vendor support,8,IBM Plan Analytics,Customer satisfaction,6.990904171,5.632849979,35,,2,
All products,Vendor support,8,Infor,Customer satisfaction,6.990904171,5.7091924,34,,2,
All products,Vendor support,8,Information Builders,Customer satisfaction,6.990904171,7.620477606,18,,2,
All products,Vendor support,8,Jedox,Customer satisfaction,6.990904171,8.652417269,10,,2,
All products,Vendor support,8,Longview Analytics,Customer satisfaction,6.990904171,6.420892692,28,,2,
All products,Vendor support,8,MS Excel,Customer satisfaction,6.990904171,4.448072153,38,,2,
All products,Vendor support,8,MS Power BI,Customer satisfaction,6.990904171,6.177708665,29,,2,
All products,Vendor support,8,MS SSRS,Customer satisfaction,6.990904171,5.990664296,31,,2,
All products,Vendor support,8,MicroStrategy,Customer satisfaction,6.990904171,5.933905562,32,,2,
All products,Vendor support,8,Oracle BI,Customer satisfaction,6.990904171,3.075628357,41,,2,
All products,Vendor support,8,Phocas,Customer satisfaction,6.990904171,9.42367531,2,,2,
All products,Vendor support,8,MIK (prevero),Customer satisfaction,6.990904171,7.270245894,22,,2,
All products,Vendor support,8,prevero (prevero),Customer satisfaction,6.990904171,8.054904171,15,,2,
All products,Vendor support,8,Pyramid Analytics,Customer satisfaction,6.990904171,8.919391206,7,,2,
All products,Vendor support,8,Qlik Sense,Customer satisfaction,6.990904171,6.867476577,26,,2,
All products,Vendor support,8,QlikView,Customer satisfaction,6.990904171,6.93524534,24,,2,
All products,Vendor support,8,SAP BEx,Customer satisfaction,6.990904171,4.659059985,37,,2,
All products,Vendor support,8,SAP BO Analysis,Customer satisfaction,6.990904171,4.033052132,39,,2,
All products,Vendor support,8,SAP BO Design St.,Customer satisfaction,6.990904171,4.677471981,36,,2,
All products,Vendor support,8,SAP BO WebI,Customer satisfaction,6.990904171,1,42,,2,
All products,Vendor support,8,SAS Enterprise BI,Customer satisfaction,6.990904171,6.887846674,25,,2,
All products,Vendor support,8,Sisense,Customer satisfaction,6.990904171,8.796727505,8,,2,
All products,Vendor support,8,Tableau,Customer satisfaction,6.990904171,6.758173619,27,,2,
All products,Vendor support,8,TARGIT,Customer satisfaction,6.990904171,8.743478147,9,,2,
All products,Vendor support,8,TIBCO Spotfire,Customer satisfaction,6.990904171,5.833172492,33,,2,
All products,Vendor support,8,Yellowfin,Customer satisfaction,6.990904171,8.551400104,11,,2,
All products,Vendor support,8,Zoho Reports,Customer satisfaction,6.990904171,7.190417136,23,,2,
All products,Implementer support,9,Bissantz,Customer satisfaction,6.630044692,8.7812674,6,,2,
All products,Implementer support,9,BOARD,Customer satisfaction,6.630044692,7.768465174,13,,2,
All products,Implementer support,9,CALUMO,Customer satisfaction,6.630044692,8.684438482,7,,2,
All products,Implementer support,9,Chartio,Customer satisfaction,6.630044692,7.156763196,17,,2,
All products,Implementer support,9,Cubeware,Customer satisfaction,6.630044692,6.399732453,27,,2,
All products,Implementer support,9,cubus,Customer satisfaction,6.630044692,10,1,,2,
All products,Implementer support,9,CXO-Cockpit,Customer satisfaction,6.630044692,9.50285726,2,,2,
All products,Implementer support,9,Cyberscience,Customer satisfaction,6.630044692,7.161583683,16,,2,
All products,Implementer support,9,DigDash,Customer satisfaction,6.630044692,4.823840185,35,,2,
All products,Implementer support,9,Dimensional Insight,Customer satisfaction,6.630044692,9.118701507,4,,2,
All products,Implementer support,9,Domo,Customer satisfaction,6.630044692,6.621689111,22,,2,
All products,Implementer support,9,Dundas,Customer satisfaction,6.630044692,8.286364042,9,,2,
All products,Implementer support,9,Entrinsik,Customer satisfaction,6.630044692,6.444596033,26,,2,
All products,Implementer support,9,Carriots Analytics (Envision),Customer satisfaction,6.630044692,8.573376961,8,,2,
All products,Implementer support,9,IBM Cog Analytics,Customer satisfaction,6.630044692,3.625274235,40,,2,
All products,Implementer support,9,IBM Plan Analytics,Customer satisfaction,6.630044692,7.287559083,15,,2,
All products,Implementer support,9,Infor,Customer satisfaction,6.630044692,6.756662754,21,,2,
All products,Implementer support,9,Information Builders,Customer satisfaction,6.630044692,7.104981833,19,,2,
All products,Implementer support,9,Jedox,Customer satisfaction,6.630044692,9.018821011,5,,2,
All products,Implementer support,9,Longview Analytics,Customer satisfaction,6.630044692,7.662110943,14,,2,
All products,Implementer support,9,MS Excel,Customer satisfaction,6.630044692,3.492100241,41,,2,
All products,Implementer support,9,MS Power BI,Customer satisfaction,6.630044692,7.156763196,17,,2,
All products,Implementer support,9,MS SSRS,Customer satisfaction,6.630044692,5.156775172,33,,2,
All products,Implementer support,9,MicroStrategy,Customer satisfaction,6.630044692,5.146943535,34,,2,
All products,Implementer support,9,Oracle BI,Customer satisfaction,6.630044692,3.732988495,39,,2,
All products,Implementer support,9,Phocas,Customer satisfaction,6.630044692,9.285169,3,,2,
All products,Implementer support,9,MIK (prevero),Customer satisfaction,6.630044692,6.474806029,24,,2,
All products,Implementer support,9,prevero (prevero),Customer satisfaction,6.630044692,7.916436279,12,,2,
All products,Implementer support,9,Pyramid Analytics,Customer satisfaction,6.630044692,8.090519932,11,,2,
All products,Implementer support,9,Qlik Sense,Customer satisfaction,6.630044692,6.464644306,25,,2,
All products,Implementer support,9,QlikView,Customer satisfaction,6.630044692,6.296681148,29,,2,
All products,Implementer support,9,SAP BEx,Customer satisfaction,6.630044692,4.206278427,37,,2,
All products,Implementer support,9,SAP BO Analysis,Customer satisfaction,6.630044692,5.194824884,32,,2,
All products,Implementer support,9,SAP BO Design St.,Customer satisfaction,6.630044692,6.806652992,20,,2,
All products,Implementer support,9,SAP BO WebI,Customer satisfaction,6.630044692,1,42,,2,
All products,Implementer support,9,SAS Enterprise BI,Customer satisfaction,6.630044692,4.592866539,36,,2,
All products,Implementer support,9,Sisense,Customer satisfaction,6.630044692,6.621689111,22,,2,
All products,Implementer support,9,Tableau,Customer satisfaction,6.630044692,5.932858105,30,,2,
All products,Implementer support,9,TARGIT,Customer satisfaction,6.630044692,8.158312124,10,,2,
All products,Implementer support,9,TIBCO Spotfire,Customer satisfaction,6.630044692,4.124676715,38,,2,
All products,Implementer support,9,Yellowfin,Customer satisfaction,6.630044692,6.301559316,28,,2,
All products,Implementer support,9,Zoho Reports,Customer satisfaction,6.630044692,5.529246187,31,,2,
All products,Product satisfaction,10,Bissantz,Customer satisfaction,5.246860919,7.644710342,11,,2,
All products,Product satisfaction,10,BOARD,Customer satisfaction,5.246860919,4.76096111,21,,2,
All products,Product satisfaction,10,CALUMO,Customer satisfaction,5.246860919,8.463215259,8,,2,
All products,Product satisfaction,10,Chartio,Customer satisfaction,5.246860919,2.672829895,36,,2,
All products,Product satisfaction,10,Cubeware,Customer satisfaction,5.246860919,3.852861035,27,,2,
All products,Product satisfaction,10,cubus,Customer satisfaction,5.246860919,7.925340599,9,,2,
All products,Product satisfaction,10,CXO-Cockpit,Customer satisfaction,5.246860919,9.077929155,5,,2,
All products,Product satisfaction,10,Cyberscience,Customer satisfaction,5.246860919,7.799603666,10,,2,
All products,Product satisfaction,10,DigDash,Customer satisfaction,5.246860919,3.948910082,24,,2,
All products,Product satisfaction,10,Dimensional Insight,Customer satisfaction,5.246860919,8.616893733,7,,2,
All products,Product satisfaction,10,Domo,Customer satisfaction,5.246860919,3.948910082,24,,2,
All products,Product satisfaction,10,Dundas,Customer satisfaction,5.246860919,9.538964578,3,,2,
All products,Product satisfaction,10,Entrinsik,Customer satisfaction,5.246860919,5.554301285,16,,2,
All products,Product satisfaction,10,Carriots Analytics (Envision),Customer satisfaction,5.246860919,10,1,,2,
All products,Product satisfaction,10,IBM Cog Analytics,Customer satisfaction,5.246860919,1.905979243,39,,2,
All products,Product satisfaction,10,IBM Plan Analytics,Customer satisfaction,5.246860919,4.946342486,20,,2,
All products,Product satisfaction,10,Infor,Customer satisfaction,5.246860919,2.796321526,35,,2,
All products,Product satisfaction,10,Information Builders,Customer satisfaction,5.246860919,2.261191125,38,,2,
All products,Product satisfaction,10,Jedox,Customer satisfaction,5.246860919,8.847411444,6,,2,
All products,Product satisfaction,10,Longview Analytics,Customer satisfaction,5.246860919,6.695912807,14,,2,
All products,Product satisfaction,10,MS Excel,Customer satisfaction,5.246860919,2.821998004,34,,2,
All products,Product satisfaction,10,MS Power BI,Customer satisfaction,5.246860919,5.417757693,17,,2,
All products,Product satisfaction,10,MS SSRS,Customer satisfaction,5.246860919,2.53323066,37,,2,
All products,Product satisfaction,10,MicroStrategy,Customer satisfaction,5.246860919,3.220067318,31,,2,
All products,Product satisfaction,10,Oracle BI,Customer satisfaction,5.246860919,3.084468665,32,,2,
All products,Product satisfaction,10,Phocas,Customer satisfaction,5.246860919,9.769482289,2,,2,
All products,Product satisfaction,10,MIK (prevero),Customer satisfaction,5.246860919,4.372655874,23,,2,
All products,Product satisfaction,10,prevero (prevero),Customer satisfaction,5.246860919,3.929700272,26,,2,
All products,Product satisfaction,10,Pyramid Analytics,Customer satisfaction,5.246860919,7.464305177,13,,2,
All products,Product satisfaction,10,Qlik Sense,Customer satisfaction,5.246860919,6.542234332,15,,2,
All products,Product satisfaction,10,QlikView,Customer satisfaction,5.246860919,5.062067976,19,,2,
All products,Product satisfaction,10,SAP BEx,Customer satisfaction,5.246860919,1.113914037,42,,2,
All products,Product satisfaction,10,SAP BO Analysis,Customer satisfaction,5.246860919,2.892370572,33,,2,
All products,Product satisfaction,10,SAP BO Design St.,Customer satisfaction,5.246860919,1.577237476,41,,2,
All products,Product satisfaction,10,SAP BO WebI,Customer satisfaction,5.246860919,1.900729067,40,,2,
All products,Product satisfaction,10,SAS Enterprise BI,Customer satisfaction,5.246860919,3.545504087,30,,2,
All products,Product satisfaction,10,Sisense,Customer satisfaction,5.246860919,4.508254528,22,,2,
All products,Product satisfaction,10,Tableau,Customer satisfaction,5.246860919,3.691094221,29,,2,
All products,Product satisfaction,10,TARGIT,Customer satisfaction,5.246860919,9.308446866,4,,2,
All products,Product satisfaction,10,TIBCO Spotfire,Customer satisfaction,5.246860919,5.075303443,18,,2,
All products,Product satisfaction,10,Yellowfin,Customer satisfaction,5.246860919,3.776021798,28,,2,
All products,Product satisfaction,10,Zoho Reports,Customer satisfaction,5.246860919,7.502724796,12,,2,
All products,Customer experience,11,Bissantz,Customer experience,5.996195465,6.08800036,21,,1,
All products,Customer experience,11,BOARD,Customer experience,5.996195465,6.361726608,15,,1,
All products,Customer experience,11,CALUMO,Customer experience,5.996195465,5.698214803,29,,1,
All products,Customer experience,11,Chartio,Customer experience,5.996195465,5.958898735,24,,1,
All products,Customer experience,11,Cubeware,Customer experience,5.996195465,5.477713692,31,,1,
All products,Customer experience,11,cubus,Customer experience,5.996195465,7.607388504,2,,1,
